Id,Price
4937,344327.45324233524
12089,322256.98624606314
4964,171787.1440615438
16500,266791.5566203172
4625,142451.41617975011
2363,373583.3003194841
8148,178843.76956797295
3804,181309.5632120043
4584,150887.7301674067
10694,107268.47723446641
2691,172567.2470177809
2983,240014.7900676071
13563,282717.39920247876
10747,217094.92084886238
1721,199123.27819362466
2789,259374.62218879975
7214,250251.59473372958
8659,254029.21657317746
5107,293143.2511712575
3843,251332.28392249972
14610,385631.20163256454
15505,159000.4326749501
5060,280121.1288809814
16055,216781.48520783088
14963,224675.49566393968
4118,137300.3121209576
1672,197339.43656799057
3209,189386.1620344164
16515,134469.33993015066
973,171767.80182351448
12529,184606.9267185856
5896,118707.84002704696
5450,295731.2550789653
3249,158048.3755470087
8911,204245.4818722349
5898,234131.5975020167
1024,171603.00464320378
4766,210209.6263303087
15804,183476.46910398288
14303,197809.8184581563
10707,181132.52501452458
6605,247131.26116911924
1138,336007.32176131004
14088,438037.41735382896
9154,180207.67846910714
8190,206744.4124130162
398,291858.5429191592
13302,251975.13961619788
9696,147531.3266922293
16786,120470.7722865906
16230,223728.94085791122
6552,186652.60952227956
923,213807.58485495084
9602,342668.3649345272
5857,200891.09610499445
8120,179002.4843230041
7134,187225.5177511451
11726,169611.4888430962
8069,122875.86663037707
12420,171402.26469754908
8604,201186.70618514597
4854,296761.0752510019
12212,201350.54502800768
12099,374820.69365079055
3882,368969.2205603
6995,283929.0463894751
10172,221663.14736754575
11672,332503.67342081235
12897,292091.6854508315
16097,225748.86690793218
6779,294990.99442509067
11199,188619.6999348578
10816,373121.7554321982
143,413036.16203743516
5399,251817.96154725173
3286,156537.0492405079
13706,122467.30098216643
1935,386918.0391191111
16000,162002.62430826196
2860,198762.21315849698
11407,370942.1556885176
16378,279733.383797854
12278,181386.9651157967
3842,161434.42375992346
2692,333108.51421503176
7699,198376.96095523125
6825,289053.637296215
7268,381722.1434972973
1477,332615.4057381893
9887,196803.23492561287
9436,186236.7496113907
3179,322420.6111738298
1350,444983.27855044615
10643,204019.71937803458
5793,258619.57531315458
11494,377632.17664548056
4206,186918.1488690183
12419,221317.52974031324
8530,297192.3139524659
5985,148974.31328113907
8908,200554.83387501395
256,130116.1610608558
7234,168365.47940300603
5648,212258.2842588877
3014,221957.34494829565
2184,198005.88774970814
9189,312129.9187105548
14884,195886.21170342376
10333,195762.53136157003
15896,135921.60946182188
13269,152649.0457088942
8603,261006.56742130662
15087,172603.81019863486
4344,202912.53408549778
7981,69316.72476413433
10908,231859.93583542222
6190,170870.63567362318
11742,195626.34036119672
9224,146486.724496487
14667,217148.2936971755
458,196681.696165689
2464,313599.8603281732
12320,253764.2998220053
278,207118.92289901036
2912,234049.09905461784
6698,226700.16271985797
4510,116051.27804418799
4183,182595.27081194153
5551,194391.3461313423
12187,149525.85756864783
7948,221262.75286967884
10808,189800.72545431965
12432,181841.54989878673
5356,172828.97443935508
8984,496883.72035023995
9203,176413.36981733303
15412,85343.4046309858
12041,135432.86621018001
7644,281413.1697097159
7071,206169.29788342377
10685,188554.6273229432
6763,206755.3598819985
940,129308.04730069095
14959,199087.84524020966
1338,175687.70709275646
5351,152499.79956965894
6524,195575.63831068852
12516,153022.78266524355
3288,251886.36502654623
3146,224336.1620537965
3954,188180.55693920454
11955,159064.75411850488
1211,251699.86867739685
15668,215088.64882343897
1320,86560.97482816831
9108,162557.34810043132
16482,156032.0082472149
5017,149971.8039647812
8290,220603.49205192405
4304,400738.285624182
1930,212022.42335890906
12530,168136.5602615858
11295,355849.3644697631
3002,152220.90118465817
15483,166672.89248798217
11525,228513.93944532846
13978,148445.83316499463
4885,165777.517431984
8325,176272.58935085917
3630,141041.93505910703
9165,173443.4968119968
13945,250680.6543391659
10663,179637.2779450325
14803,179590.6120286532
7621,180982.63347312322
8205,235927.2057814905
10387,201659.91599969222
5457,148244.20153763812
10234,354226.8294606846
6251,163139.2914202233
701,260889.677833495
7930,179284.99774752837
15028,187452.7300495923
12172,80440.1165074711
5805,181473.58148408297
7411,315001.0010538978
14806,205874.11144852496
7890,160650.5807817671
10440,144669.47338242613
14926,166668.80885708606
5381,149726.7240520126
3800,425300.4852706403
10511,241772.00209129867
9324,251328.23979326815
3313,240596.0655098263
7351,185748.66442979896
8459,181266.26484618027
9957,183946.95801007553
12024,167576.0760265162
4380,228327.90570691586
5042,198928.03825131172
13289,146941.94718012324
13407,438456.3011350003
13258,151538.47888942744
15993,256053.30786201323
12525,177659.8579548911
4062,249259.52318907136
12065,192714.40156094384
8227,183810.7902020558
11333,167971.79657442484
2867,129191.93682329296
3319,250417.60013394972
3523,323321.7452650099
7055,206984.83008410674
14930,170643.3847321356
3444,135759.3884225269
2940,322704.7796543335
6935,356131.08605686383
16116,340721.21463290544
13370,249598.54372007688
6103,217364.1659839027
7446,207188.17198993498
1859,175471.8448803298
4079,181488.05426717023
3228,170497.41216776497
9665,162416.5672993387
15957,420495.55150715326
11533,168519.604744294
2314,121535.52970786019
4096,298807.3243036226
13437,194788.7483699987
5980,219766.27544490944
2008,159103.46051066724
6754,168600.40548014868
4129,156396.93799444678
14557,271167.44099590473
7096,387599.80563974584
14297,255480.03700604168
3967,267968.1086137902
16485,104986.56120384396
13075,330473.64489245234
14289,191358.510491822
10988,168620.96399010083
3230,145703.34984386986
13250,173109.23050516052
2559,166626.17439613963
7739,346160.9571486099
7213,166321.18868711498
6639,226252.13772888045
3164,302876.95276547817
15207,160590.60887915274
5113,186172.44964551093
3929,149441.4087693175
14493,245177.87284926444
11110,175928.4779365632
2033,209402.20094983396
16057,211150.87437592357
16709,240425.9683723392
14313,150158.13921218074
1028,287205.3360403265
7187,120509.68410732382
3738,344020.3255080352
9869,297565.2061860515
12644,191716.21080333824
3686,134074.24676554016
9196,266154.66567804123
12326,200756.61385200755
4936,177601.06001925402
13314,158288.78581828848
9857,328556.9212491437
519,189233.08532125485
8410,172288.3352152242
1720,177587.49342875695
10341,223288.86963938564
14415,194430.7278985378
10613,273463.57770515204
8027,222155.18008545067
15539,282826.95556855836
7431,264290.6646864666
1370,131428.94969445272
12708,155763.04532796374
2250,209106.4803267569
14758,145828.5245316316
8525,332702.48239206546
1538,293224.14140325953
1142,144441.52188393832
1152,249741.20113393723
9802,174539.35349719936
3331,318670.4437493806
15203,181551.99759037193
4247,173917.4841295447
1976,398303.5297888496
2346,172603.0524572765
10078,234041.89266436762
1938,213668.50832664987
7819,185695.16695367722
2168,221518.354937173
15634,198117.95162267025
8465,303095.2493305906
9313,159453.8134685868
6539,135430.66497798695
6325,105552.19716379904
13442,260402.18975240455
9967,183996.0220986585
7893,270682.90261382627
2861,193310.83170575192
11031,316585.27885104704
15073,132188.57832761755
13837,165264.49880486037
2524,261434.6096124096
8617,222663.7909909923
13513,187589.462610686
3081,318405.07218551985
10675,361030.61275322776
1907,97738.3118233689
4872,246302.22715550588
16274,223390.88152433952
11837,233884.20096290408
16577,239215.54484094598
5231,329417.3223318418
11315,204715.01146920657
273,231920.60500671848
8363,246670.92556579784
4255,231145.09511948295
16330,222637.97594875348
11528,186691.31738250155
14799,268810.7826496092
1611,239378.4241006173
9234,170727.5063355196
1633,127308.92433986964
6791,260400.74812396005
11567,301593.74056270986
3070,228788.4650402321
12094,195923.58121577214
14335,287559.89573732304
137,171762.61815832442
7182,162456.31418112566
11718,204992.59475762834
5194,96030.66104740265
97,328522.4008985516
5118,425933.02163126215
13920,313384.5560045495
9952,194981.171818817
15337,214986.19319875256
10243,208338.5449856874
4048,284721.8945181602
171,156175.9739358467
11378,162294.31906614423
14190,172227.04150864898
15265,135126.8843071776
2740,148176.57868617872
5573,274786.9798322186
4481,236309.1354613983
2631,155146.41300853432
4984,247497.02031624058
16466,204177.88925859053
16716,129305.34597410432
15325,183774.46515445504
10115,180374.20109455628
117,444230.0377966585
5476,101099.35293872115
11757,162703.20659161906
12359,106793.60202802527
15546,182566.35760777345
8133,163534.12565660445
9018,366692.40811015083
2075,171290.6369299059
11170,323890.4971233462
15733,209926.93798350907
9280,155897.87341460833
10734,343461.93758121855
14071,161922.51347446404
7373,228215.28910536427
14736,180703.47697410654
3458,120899.2639209742
6183,170247.56637327914
7825,227133.71244169722
16775,171290.48431403138
5717,169301.7402219495
12397,129831.78401258483
8189,479818.7605125108
4423,215783.5550334875
3994,137835.5129474774
10342,174913.91778189072
10051,188206.44918496587
9453,144158.4122624725
12593,509464.47779916815
1274,89687.69672834297
6933,283947.452656513
1761,148003.5399977083
7157,331583.105567691
15169,145567.92587884903
6792,381483.2476434947
13830,168805.7212041866
7240,182865.86666505085
3051,234717.90708722282
6550,104960.90563417735
4603,187798.41259621372
5729,168645.834393429
13473,331513.4904224554
15104,142067.06166730725
6599,411899.18871537625
2216,258408.61303623658
8721,333490.1086923268
3645,190601.75782998747
8664,221765.58415054384
11001,195324.83906443446
753,161588.81846376698
8129,236567.37747729794
15235,183845.3808354988
3359,201588.11203672737
10424,230765.14981105793
10226,235827.25933499468
9252,190464.085934852
3008,244345.1852462586
5849,175859.3119081804
8494,210768.25906453218
6764,258956.5152070674
12445,334860.3906888188
11716,179179.0677494194
4508,123762.46417320806
5669,199272.8197634002
11427,145614.89286544043
11065,183376.75380358135
8910,224275.0771803145
16401,133301.53739375534
11913,148459.58766848178
6221,240799.64022153942
10839,180243.63001903053
2809,196963.52040721988
13311,182411.29225020707
6866,199189.1024085644
6019,176209.26105249248
3024,170885.62521492894
1391,218957.25663719492
15904,211789.437504073
15858,333425.51080415223
9911,241295.46914214478
16579,196275.9929220624
4394,278773.71689026285
1468,478605.9002602094
12965,153246.01428093272
2249,128468.98662097161
14384,172919.62860244117
13040,123762.60196957833
8872,147362.75853934145
12864,249781.17990706017
15712,179152.46620919814
14049,192819.3663038463
1840,87254.88409986671
12019,176242.73932691134
8948,160853.37118658377
15154,209953.3326629711
6943,149214.98224699966
12564,387356.6351965796
12766,165431.9889540272
7255,227757.49674228276
7962,157281.40564978364
709,138600.54406835657
4634,166412.38747777283
889,232502.55878978103
4774,151259.27896676728
13890,166760.5812851623
15431,143208.91810947156
8726,364046.52585982834
10373,136423.87449517183
6413,186013.0466396451
9761,128112.66788039202
15864,202428.0130795877
6147,133357.15659587336
3384,218346.958045175
320,331572.0393708974
8006,178640.8324355736
14395,188845.73081099804
14976,100430.88049910738
12185,214356.01183520613
4779,139090.4776638658
8551,159041.0471882946
9025,312685.4190871926
10616,191784.800579952
7475,95141.8135558416
6341,326173.24651928176
14163,138428.36639656022
2211,189354.46214371084
10532,265854.22619717306
14338,141270.08529847348
831,176234.75685625596
3382,171941.59465826137
9209,284731.4425421667
7188,255971.10318216414
7197,252430.42005800543
11270,172476.94517996054
15918,101345.71266691087
6937,496445.62439640606
6178,182311.77041770486
10668,95546.36581117228
1413,263226.57695117017
6884,336976.67690443073
8266,201343.2341926557
14019,207713.96600566295
16764,142114.43781369764
15306,192766.75046459178
3740,244542.264580198
5298,181169.5853905384
8319,179622.29014915015
4229,179786.99736141253
13429,183192.57744784877
1753,419248.0265048875
860,272902.8916301526
14219,166703.54434470984
12113,204570.7838026757
11309,139862.222627406
9930,224955.41419135762
10570,205557.69059730932
2839,157739.1734213514
6699,127564.75462020513
16647,120465.5484111819
5325,261979.48997971587
13733,142424.09977380448
7818,322809.3014392941
12505,235521.51702044887
9489,201846.43404619856
10106,191158.96777205935
7864,207442.20966927995
5134,260135.12125525647
11859,143233.7718072142
7440,324518.2885669582
1525,316186.57893427036
7339,184761.6286531095
8,306494.7666976287
3248,111211.79838988288
8995,231284.29149437897
15178,71668.47385356274
8594,158325.14745042677
15770,222267.71702959383
15859,332903.14018525596
1735,340176.7336135273
11410,474087.03887421585
16397,167342.3807319925
3572,158453.9180217045
5501,129159.08979645101
969,173324.99048555418
6977,421311.0595728308
1233,170226.3239249599
4258,137196.62207168608
90,342747.1319669037
16650,176555.26360465557
197,102509.75546286422
12514,237454.86338815407
4367,167386.88588217786
3199,190890.57855385516
5600,200572.55016726747
11641,126805.91341083244
14609,111693.2829305551
12775,164066.77569756392
14240,179425.46646176552
7933,181560.44636322593
6945,316282.62722898345
14006,216232.80176413577
6320,233359.37654037448
12061,185554.49191647652
16369,224111.17251344756
16354,365541.15169843106
3970,307203.52567493595
1048,216495.21333294045
3639,206132.22384050637
14448,224758.3053880637
2812,303174.98978457047
3932,158186.5491482427
14875,229208.28479689723
8883,133381.4743631469
7622,277912.3110417544
7252,144595.20145389496
9751,171822.01209364203
2378,199127.6761308413
6816,332320.5765205973
15358,180024.67294848783
7843,153555.2615781108
10448,379436.66676530795
7840,307622.62280931417
8880,238093.8494714896
12551,279399.486968148
15470,200813.35040985834
16207,197227.3718251487
12123,126220.58407262883
15247,264061.33174196305
7481,207191.84152578126
16171,347816.2473012358
7461,314029.0795615444
902,254999.40344411595
13094,166463.83479690264
11584,242071.44137872884
4462,200112.59445191568
15576,140439.41216091602
16606,225668.0068750479
5427,283896.6179331511
7725,169463.11919762645
5409,161225.55159511586
12579,132020.9184727485
12013,235784.20188239196
11321,209379.19545681143
9932,135040.50616277257
591,173373.04513362105
10357,202248.50330330455
3336,224486.3833235083
13,209862.9431257737
4809,216766.80414316853
7555,177713.1061282684
15172,341802.5452779672
6989,138686.45914248197
4707,183658.112236998
2046,250582.20458509924
6495,87450.22089262349
3873,188893.9593823747
7061,189533.28446736786
12112,212986.68128217425
8917,363428.8304806977
7735,177469.92914524366
16442,207671.3508841297
4244,166037.03787652127
3747,312770.53700123855
11086,187039.1021339322
10080,194707.2531063867
15057,270049.0911088098
1331,199241.80931705833
8891,154170.74524432712
13411,232914.34897617705
16730,260066.44351227922
2267,197178.53539710265
3022,178927.58513822724
11190,211305.35198936757
11857,190003.13406074478
9318,172501.27841269932
16512,158076.7327158398
2053,228450.51741285695
13707,121966.5792344355
12143,149827.95320536147
14080,159846.69603434074
6130,171833.4008387153
7936,85035.35416537462
10101,176874.40737113365
5663,187044.51445061274
14811,129626.89009847095
1366,198285.99068854412
908,198898.902773209
2953,128826.13715854786
14629,144173.79397988087
15096,432401.00263351866
2115,185761.40125159553
11770,156215.7071633873
12701,178505.65749707937
14584,135133.0914488331
1893,353464.06040063093
9501,523592.82108944753
2138,156581.7251311993
9346,201430.89004826584
15960,469130.33778721845
8230,171962.10956155276
13843,218625.583517045
13810,236544.35843621704
15650,182659.42121811002
9974,144650.43211515108
12200,207677.16934357348
538,207340.10072163786
5334,212633.3569923991
14823,118110.10889388125
4817,172223.8608143918
9041,179128.5350385336
4359,299872.0950830721
4852,230608.28692688196
10141,141859.88528238327
1503,202349.15145925677
16256,368787.2583526729
683,100239.23009654865
14382,204523.52894500497
7248,210325.28392082313
1200,178139.06481005333
3563,166418.49133635627
3681,386850.42966256256
3053,270597.27651443623
4099,209847.00667569076
807,88379.66915213234
4658,307329.6595410824
3535,182601.84723887264
12548,152766.67281861155
10488,219117.12618937987
5851,153234.9640947471
13736,164477.43638251352
875,142572.40483366515
14449,162031.81523861134
3958,313686.2870933858
10727,177785.8738134767
11296,138549.9211474714
13646,242288.73706053596
9599,231225.91845367875
7135,308747.2595414595
5943,333596.3163874126
2695,256173.36019347535
6766,229562.3593517107
5630,153093.84216073196
13586,207253.55821471402
3507,432632.1676834653
10014,147597.7213779196
459,250412.8787283533
3582,210146.3491811784
8560,272556.51109045435
3372,178538.78750544187
13109,248932.730298568
8160,216974.12367853674
10706,247554.9452925414
9104,324294.49585547467
2870,209873.8842237681
13712,129690.8911006474
13924,139775.0303345545
798,290200.6145448911
9750,415843.8364582084
16248,358257.75079169293
3170,177308.87830983262
12700,296115.4675880022
10601,158699.20813712783
514,207618.15355344876
4010,258951.41979468128
8124,158095.7883752161
10800,166946.8749188832
13628,191663.16898408806
11637,146138.85978725197
781,174145.31898085243
16156,160055.84858375057
12618,254576.68397512112
9766,167872.63696769928
15987,241889.10478446956
11051,323383.2201030945
7673,229470.46934911597
1245,309767.36746820464
2443,154934.43896556992
7413,113405.81884485699
310,178768.24045882045
10921,252044.190560556
8709,98764.64552016856
12404,330035.35625298717
14986,190325.28309581676
10714,346574.6052697137
14286,210885.27744678102
13828,316461.66127761663
8926,456408.49958338705
12233,181631.66983300252
3913,203537.82048870143
5221,227681.9520749298
14965,84041.81990891688
862,187406.05987242475
13907,140392.18278261277
5418,181177.33495191467
2045,191781.42985938935
13321,193270.56731876783
2762,221981.17531767773
13888,201635.0558991105
14962,112726.90868239584
13305,407236.9657177301
8487,278649.6305223419
7146,171688.66386789505
1134,192395.17047126137
15092,348287.3358616974
13760,267260.633823734
11958,450293.7826760676
3177,173934.6366097725
11350,213045.87947241246
1524,125788.01022677273
5527,252443.0570057908
2872,200299.63005083252
8602,277380.03372464917
3067,289156.512571805
10435,218910.11070910233
11222,211220.30746602776
8700,150610.4189717029
10961,217020.8343980213
14305,205376.38688786188
8362,279080.2077992818
4979,163746.8042195178
7180,349465.65546239686
5763,109354.51485643686
2192,135577.98604515992
13581,208146.17534618397
10720,161936.96558214194
1358,245307.06605016973
13366,276382.8492191332
13539,393408.21819381096
12849,221955.48414896685
6794,211518.79367037714
525,493599.61562843074
12223,352323.02494447905
16271,95316.89789658904
5818,129672.8723478718
16588,286747.6601105286
8981,134571.70871171326
16476,131045.06926722091
14663,179644.66168919884
3,146053.93057747293
6615,130183.07567221389
12215,293062.0135964374
304,252115.71347036635
13634,238311.79380032065
9208,173003.273874581
2175,168579.57086651842
250,219974.20635068443
6045,189252.33963004025
10516,156587.90010737555
1852,471632.6189944348
1573,204796.73203773418
15079,163557.61532461326
5500,176587.609977487
15775,137827.40997261208
3198,171503.06715864636
6718,222028.6171185775
4149,194781.28645394446
9627,233979.3685472777
7595,287525.32536297484
4538,190579.29977390528
3555,208216.23227266668
10483,336176.6442092031
8834,178898.34780386105
16412,190081.60423746528
6449,146904.00961566984
2767,191600.98037865016
11498,177685.8007349225
16472,156639.87238926883
178,284774.87534006836
10948,186381.9612962604
13313,319468.9280562464
8065,133233.95168327965
102,138632.52440894433
14428,130097.49776836837
11973,146545.2498569031
6663,180197.88637015948
15989,125943.07798606015
10955,463735.1076693959
11772,143420.4783644535
11364,243977.92623319544
7082,171784.29788864413
7749,353161.130250273
6428,147528.03457387167
6869,99335.03212225343
295,180598.38285287083
12266,293066.9371731709
11129,247314.20366750335
826,384318.3385397036
3262,233808.74426497356
15641,321149.79011437454
1662,435525.17583780765
10926,225511.15752940226
10232,246852.04759468295
6376,182930.20951768506
7817,183320.74202196143
354,205878.05652466798
10076,190486.36304045602
11379,339821.219371836
10184,132241.21170881353
4696,359520.23018626455
13562,448539.20850598905
5436,179996.91330880954
13196,105874.02202286772
14939,327143.96718804684
14004,191115.65477794356
5916,176772.2696394725
7229,172445.67260052045
9143,168044.16212775023
3440,198016.68650666517
319,176694.10907377102
11683,224709.17548911914
12647,235997.20204101695
12788,140650.50524532193
13662,230179.9597417138
423,306917.17770744866
5222,202292.99224154625
9242,189505.6320691
2641,172990.25905966022
4855,136948.04887994367
5360,204049.63884946858
9799,154739.55228147487
5526,269091.954673603
10309,157904.64792579893
2144,393892.4799992321
7191,211160.30254583588
6732,176699.13373700035
14789,154724.34767649643
13525,152319.30838596838
4066,311081.67606998165
16422,199377.2702740201
14890,176810.56894795282
2922,233138.54630325857
3601,122358.43894098006
13416,159801.49308791992
14363,196594.6379014284
9496,293934.32607111044
7115,272046.6942798712
8615,164460.3055735647
5218,74845.53300655932
9493,190600.63595673387
10623,193829.18782523656
2272,166368.3079859925
3352,306786.8211430458
84,180182.8386736306
8086,126424.44488485696
2595,172884.7076295291
3531,149787.60976646448
7460,359956.672076843
9214,281452.0708639014
2790,242989.16203704904
10548,226189.55690344263
9218,185270.9824677278
7435,177388.9156004356
15780,191223.37790465355
7640,214506.1553243839
6223,174520.39202850944
3425,108648.92445011606
10582,155663.65038513162
702,258524.82581199805
2111,178459.44299384305
11730,200717.24234048038
9865,258380.17420623507
16478,345094.27618067944
1885,221061.2149456885
3956,375223.7589815197
16735,106041.4801524402
15264,214457.15795163542
15971,163188.71906797597
5584,208849.63814207033
15242,188483.35850523572
14358,194793.3811519346
11300,210157.69991161843
5446,170460.88834833982
3934,174418.19237399645
6610,171744.79664925399
10164,334057.2113727161
4646,185944.92282589668
13304,205421.84069535127
1985,209060.84752855916
4746,141738.45882076892
7963,210202.80756848436
14083,266760.599958792
13140,268443.3726587739
15023,260863.4124226035
13093,239334.973136005
7160,212148.21361601976
7407,184348.7431307335
16056,181500.0267342887
751,464290.65583548305
6179,80842.90206385039
9137,301688.2644809049
10992,280948.2671817585
5744,418497.2309369477
10884,168807.29709113482
12858,291181.92871168396
13005,336531.431156424
16714,180385.36810808742
1419,225672.51432545722
6064,211888.07898530702
3771,191210.4985255821
5945,479725.7032083752
8453,65424.24873209102
3806,158503.18563071548
16748,252342.86896737848
11380,220076.65352261972
3107,212855.85351802362
12003,205629.29343811705
14567,252140.353098349
1079,198900.12953087146
11705,132023.72589329683
7814,194253.12502045208
10174,164535.4341323102
5514,228785.1935272196
5265,233296.078154155
10520,386275.41854091396
13195,215006.00907460935
14601,407786.442757928
6012,205906.77286270578
13079,180979.33421503476
9009,138096.43572951033
3122,185122.98761752428
5470,233777.70416224818
4840,160513.082234251
6270,252074.19068970645
9158,93206.14206835133
10120,170177.07859264297
10672,291339.34095599013
4573,133972.07250278204
12118,304262.09583342046
7447,129608.86956359264
2171,203802.96082877234
6126,333315.198150432
2836,165453.75312841462
1457,212139.59916203943
11165,234235.23201180404
5923,215626.08725486993
1813,243933.52179502434
3492,250460.54430286464
1917,369615.52605856163
965,426447.4905055081
15795,151403.75082636296
821,204029.90155498075
4568,194875.48156339966
9078,216077.00552141506
11371,126447.55207599883
5149,203991.29155445602
281,200594.36196456666
1918,239313.90166939964
776,166444.73063399046
210,227191.07064225775
10782,179447.72007687998
9653,184859.2908519141
9372,154508.84836637162
5868,194561.8989913767
6176,160640.76664070832
3969,125029.03712649462
7427,129397.47957149406
8544,468676.7712339724
5219,217884.12415397118
16488,138518.0085851458
5855,248940.6563876782
15920,135675.00473749568
4393,330427.4195964168
5770,156926.29762360698
2900,144541.8507073507
8622,95051.10051891461
11610,296659.9905395121
10969,119801.16501550098
11029,151666.33374403507
6193,313955.0814576454
14087,402116.19119619287
13623,167321.21129378933
16689,180001.58990359167
1027,248424.15980058827
949,187371.0557639741
672,117325.56733696102
13832,179689.64915364166
2471,199876.13030886714
8728,269677.94648801064
7742,213603.97812803328
2698,242866.79147144462
9084,183619.35288727694
6075,292166.71869484853
2874,168398.20688220704
13119,153028.95870537142
5010,214874.170862783
1284,172659.33103610412
1151,171495.28303835494
5110,321741.8753126445
11386,138670.01060067734
8019,217619.42291563764
2859,124158.79663752136
16110,177206.69966738313
16027,297800.7346231671
14902,185311.29295853275
14301,204370.19129871848
2451,274449.15769180184
13596,131374.85415415815
1464,140901.114079688
7927,374685.50367429334
9638,160981.57932807156
8009,320328.62846920063
11903,157783.82363097015
9243,111490.20462855241
547,198467.60478870114
5511,116368.62971173652
11247,188362.37887963947
15928,296562.97355589975
3434,213171.48764441683
7614,101893.73549682596
1380,199136.4193641305
2770,138540.04802524034
111,206232.4258208923
5994,128295.27485018443
12341,195171.7672364496
2787,274638.64634967485
14410,300370.28483380453
15983,132557.10582020556
14876,221121.83316379433
653,170356.64987620994
2174,197657.23833685392
2575,331284.4314804687
7976,163443.105611998
5812,309490.91429249814
13589,349104.40636292653
9122,139722.88690201534
8159,485435.3070038388
8754,354861.8098019576
9321,246032.23927922724
13535,173100.1815320576
2083,160878.34363677475
2689,302954.7405701172
2248,175091.26068479466
11649,160204.3742358034
11045,385391.96426112077
1276,94278.92535845631
5962,174595.88507991307
13012,161467.93811797223
4642,182310.9068866361
179,171486.24653431252
15347,412287.72041864594
3339,159038.21177909104
8166,200444.8582576977
